# ====================================================================================
# UNIFORM 4D SWEEP: CUBIC LOCAL VOLUMES (L,L,L,L)
# This ensures all enabled directions have identical message sizes.
# To be run on 2 ranks. Global grid = (2L, L, L, L) -> Local grid = (L, L, L, L)
# ====================================================================================

# --- L=16: Face=0.03MB, LocalVol=0.5MB ---
(32,16,16,16)       200    1      50      10       (1,1,1,1,1,1,1,1)    MPI
(32,16,16,16)       200    1      50      10       (1,1,1,1,1,1,1,1)    NCCL
(32,16,16,16)       200    1      50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(32,16,16,16)       200    4      50      10       (1,1,1,1,1,1,1,1)    MPI
(32,16,16,16)       200    4      50      10       (1,1,1,1,1,1,1,1)    NCCL
(32,16,16,16)       200    4      50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(32,16,16,16)       200    16     50      10       (1,1,1,1,1,1,1,1)    MPI
(32,16,16,16)       200    16     50      10       (1,1,1,1,1,1,1,1)    NCCL
(32,16,16,16)       200    16     50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(32,16,16,16)       200    64     50      10       (1,1,1,1,1,1,1,1)    MPI
(32,16,16,16)       200    64     50      10       (1,1,1,1,1,1,1,1)    NCCL
(32,16,16,16)       200    64     50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(32,16,16,16)       200    256    50      10       (1,1,1,1,1,1,1,1)    MPI
(32,16,16,16)       200    256    50      10       (1,1,1,1,1,1,1,1)    NCCL
(32,16,16,16)       200    256    50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(32,16,16,16)       200    1024   50      10       (1,1,1,1,1,1,1,1)    MPI
(32,16,16,16)       200    1024   50      10       (1,1,1,1,1,1,1,1)    NCCL
(32,16,16,16)       200    1024   50      10       (1,1,1,1,1,1,1,1)    NVSHMEM

# --- L=32: Face=0.25MB, LocalVol=8.0MB ---
(64,32,32,32)       200    1      50      10       (1,1,1,1,1,1,1,1)    MPI
(64,32,32,32)       200    1      50      10       (1,1,1,1,1,1,1,1)    NCCL
(64,32,32,32)       200    1      50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(64,32,32,32)       200    4      50      10       (1,1,1,1,1,1,1,1)    MPI
(64,32,32,32)       200    4      50      10       (1,1,1,1,1,1,1,1)    NCCL
(64,32,32,32)       200    4      50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(64,32,32,32)       200    16     50      10       (1,1,1,1,1,1,1,1)    MPI
(64,32,32,32)       200    16     50      10       (1,1,1,1,1,1,1,1)    NCCL
(64,32,32,32)       200    16     50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(64,32,32,32)       200    64     50      10       (1,1,1,1,1,1,1,1)    MPI
(64,32,32,32)       200    64     50      10       (1,1,1,1,1,1,1,1)    NCCL
(64,32,32,32)       200    64     50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(64,32,32,32)       200    256    50      10       (1,1,1,1,1,1,1,1)    MPI
(64,32,32,32)       200    256    50      10       (1,1,1,1,1,1,1,1)    NCCL
(64,32,32,32)       200    256    50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(64,32,32,32)       200    1024   50      10       (1,1,1,1,1,1,1,1)    MPI
(64,32,32,32)       200    1024   50      10       (1,1,1,1,1,1,1,1)    NCCL
(64,32,32,32)       200    1024   50      10       (1,1,1,1,1,1,1,1)    NVSHMEM

# --- L=64: Face=2.00MB, LocalVol=128.0MB ---
(128,64,64,64)      200    1      50      10       (1,1,1,1,1,1,1,1)    MPI
(128,64,64,64)      200    1      50      10       (1,1,1,1,1,1,1,1)    NCCL
(128,64,64,64)      200    1      50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(128,64,64,64)      200    4      50      10       (1,1,1,1,1,1,1,1)    MPI
(128,64,64,64)      200    4      50      10       (1,1,1,1,1,1,1,1)    NCCL
(128,64,64,64)      200    4      50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(128,64,64,64)      200    16     50      10       (1,1,1,1,1,1,1,1)    MPI
(128,64,64,64)      200    16     50      10       (1,1,1,1,1,1,1,1)    NCCL
(128,64,64,64)      200    16     50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(128,64,64,64)      200    64     50      10       (1,1,1,1,1,1,1,1)    MPI
(128,64,64,64)      200    64     50      10       (1,1,1,1,1,1,1,1)    NCCL
(128,64,64,64)      200    64     50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(128,64,64,64)      200    256    50      10       (1,1,1,1,1,1,1,1)    MPI
(128,64,64,64)      200    256    50      10       (1,1,1,1,1,1,1,1)    NCCL
(128,64,64,64)      200    256    50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(128,64,64,64)      200    1024   50      10       (1,1,1,1,1,1,1,1)    MPI
(128,64,64,64)      200    1024   50      10       (1,1,1,1,1,1,1,1)    NCCL
(128,64,64,64)      200    1024   50      10       (1,1,1,1,1,1,1,1)    NVSHMEM

# --- L=100: Face=7.63MB, LocalVol=762.9MB ---
(200,100,100,100)   200    1      50      10       (1,1,1,1,1,1,1,1)    MPI
(200,100,100,100)   200    1      50      10       (1,1,1,1,1,1,1,1)    NCCL
(200,100,100,100)   200    1      50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(200,100,100,100)   200    4      50      10       (1,1,1,1,1,1,1,1)    MPI
(200,100,100,100)   200    4      50      10       (1,1,1,1,1,1,1,1)    NCCL
(200,100,100,100)   200    4      50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(200,100,100,100)   200    16     50      10       (1,1,1,1,1,1,1,1)    MPI
(200,100,100,100)   200    16     50      10       (1,1,1,1,1,1,1,1)    NCCL
(200,100,100,100)   200    16     50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(200,100,100,100)   200    64     50      10       (1,1,1,1,1,1,1,1)    MPI
(200,100,100,100)   200    64     50      10       (1,1,1,1,1,1,1,1)    NCCL
(200,100,100,100)   200    64     50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(200,100,100,100)   200    256    50      10       (1,1,1,1,1,1,1,1)    MPI
(200,100,100,100)   200    256    50      10       (1,1,1,1,1,1,1,1)    NCCL
(200,100,100,100)   200    256    50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(200,100,100,100)   200    1024   50      10       (1,1,1,1,1,1,1,1)    MPI
(200,100,100,100)   200    1024   50      10       (1,1,1,1,1,1,1,1)    NCCL
(200,100,100,100)   200    1024   50      10       (1,1,1,1,1,1,1,1)    NVSHMEM

# --- L=128: Face=16.00MB, LocalVol=2048.0MB ---
(256,128,128,128)   100    1      50      10       (1,1,1,1,1,1,1,1)    MPI
(256,128,128,128)   100    1      50      10       (1,1,1,1,1,1,1,1)    NCCL
(256,128,128,128)   100    1      50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(256,128,128,128)   100    4      50      10       (1,1,1,1,1,1,1,1)    MPI
(256,128,128,128)   100    4      50      10       (1,1,1,1,1,1,1,1)    NCCL
(256,128,128,128)   100    4      50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
(256,128,128,128)   100    16     50      10       (1,1,1,1,1,1,1,1)    MPI
(256,128,128,128)   100    16     50      10       (1,1,1,1,1,1,1,1)    NCCL
(256,128,128,128)   100    16     50      10       (1,1,1,1,1,1,1,1)    NVSHMEM
